Starting Reader
----------------------------------------
Model no.: 32
Version  : 48
Features : 14
 
Mode (HEX/DEC/BIN): C0/192/11000000
AddH (HEX/DEC/BIN): 0/0/0
AddL (HEX/DEC/BIN): 3/3/11
Sped (HEX/DEC/BIN): 1A/26/11010
Chan (HEX/DEC/BIN): 4/4/100
Optn (HEX/DEC/BIN): C4/196/11000100
Addr (HEX/DEC/BIN): 3/3/11
 
SpeedParityBit (HEX/DEC/BIN)    : 0/0/0
SpeedUARTDataRate (HEX/DEC/BIN) : 3/3/11
SpeedAirDataRate (HEX/DEC/BIN)  : 2/2/10
OptionTrans (HEX/DEC/BIN)       : 1/1/1
OptionPullup (HEX/DEC/BIN)      : 1/1/1
OptionWakeup (HEX/DEC/BIN)      : 0/0/0
OptionFEC (HEX/DEC/BIN)         : 1/1/1
OptionPower (HEX/DEC/BIN)       : 0/0/0
----------------------------------------

99,0,0,-2,33.00,101210,6588,6589.00
99,0,0,-1,32.98,101200,6822,234.00
99,0,0,-1,33.00,101200,7057,234.00
99,0,0,-1,33.04,101200,7292,234.00
99,0,0,-1,33.03,101200,7527,234.00
99,0,0,-1,32.99,101200,7762,234.00
99,0,0,-2,32.99,101200,7997,234.00
99,0,0,-2,33.00,101200,8231,235.00
99,0,0,-1,33.04,101200,8466,235.00
99,0,0,-2,33.02,101210,8701,234.00
99,0,0,-2,33.03,101210,8938,236.00
99,0,0,-2,33.03,101210,9171,233.00
99,0,0,-2,33.00,101200,9407,237.00
99,0,0,-2,33.00,101200,9640,232.00
99,0,0,-2,33.05,101200,9877,236.00
99,0,0,-2,33.04,101210,10112,234.00
99,0,0,-2,33.00,101200,10346,235.00
99,0,0,-1,33.00,101190,10580,233.00
99,0,0,-1,33.00,101190,10816,234.00
99,0,0,-2,33.05,101210,11051,234.00
99,0,0,-1,33.04,101200,11285,235.00
99,0,0,-2,32.99,101200,11522,236.00
99,0,0,-2,33.03,101200,11755,232.00
99,0,0,-1,33.04,101190,11991,237.00
99,0,0,-2,33.07,101200,12226,234.00
99,0,0,-3,33.16,101220,12461,234.00
99,0,0,-1,33.04,101200,12695,235.00
99,0,0,-1,33.06,101190,12930,234.00
99,0,0,-1,33.05,101200,13165,234.00
99,0,0,0,33.05,101190,13400,234.00
99,0,0,0,32.97,101180,13634,235.00
99,0,0,-2,33.06,101200,13871,236.00
99,0,0,0,33.00,101190,14104,232.00
99,0,0,-1,33.03,101190,14341,236.00
99,0,0,-1,33.05,101200,14574,234.00
99,0,0,-2,33.09,101200,14810,235.00
99,0,0,-2,33.08,101200,15044,233.00
99,0,0,-2,33.12,101200,15279,235.00
99,0,0,-1,33.13,101200,15514,234.00
99,0,0,-3,33.18,101210,15750,236.00
99,0,0,-2,33.25,101210,15984,233.00
99,0,0,-2,33.53,101210,16220,235.00
99,0,0,-2,33.62,101200,16453,234.00
99,0,0,-1,33.89,101200,16689,235.00
99,0,0,0,33.99,101190,16923,233.00
99,0,0,0,34.09,101170,17158,236.00
99,0,0,0,34.23,101180,17393,234.00
99,0,0,0,34.18,101170,17628,234.00
99,0,0,-1,34.36,101190,17863,236.00
99,0,0,0,34.34,101180,18099,235.00
99,0,0,0,34.41,101180,18333,233.00
99,0,0,1,34.47,101170,18568,236.00
99,0,0,0,34.50,101190,18802,233.00
99,0,0,0,34.52,101170,19038,235.00
99,0,0,0,34.61,101190,19271,233.00
99,0,0,0,34.64,101180,19507,235.00
99,0,0,0,34.66,101170,19742,235.00
99,0,0,2,34.75,101150,19976,234.00
99,0,0,0,34.59,101190,20212,235.00
99,0,0,-1,34.34,101190,20448,235.00
99,0,0,0,34.21,101190,20681,234.00
99,0,0,0,34.13,101180,20916,234.00
99,0,0,0,34.08,101190,21151,234.00
99,0,0,-1,34.08,101190,21386,234.00
99,0,0,-1,34.03,101200,21620,234.00
99,0,0,-1,34.00,101200,21855,234.00
99,0,0,-1,33.97,101200,22089,234.00
99,0,0,0,33.93,101190,22326,236.00
99,0,0,0,33.91,101190,22559,232.00
99,0,0,-3,34.03,101220,22796,236.00
99,0,0,-2,33.90,101210,23030,235.00
99,0,0,-2,33.91,101210,23265,234.00
99,0,0,-1,33.88,101200,23499,233.00
99,0,0,-1,33.84,101190,23734,236.00
99,0,0,-1,33.86,101200,23968,233.00
99,0,0,-2,33.82,101200,24204,235.00
99,0,0,-1,33.80,101200,24438,233.00
99,0,0,-1,33.82,101190,24673,236.00
99,0,0,0,33.78,101190,24909,235.00
99,0,0,-1,33.74,101190,25143,233.00
99,0,0,-1,33.79,101200,25379,235.00
99,0,0,-1,33.78,101200,25614,236.00
99,0,0,-1,33.77,101200,25848,233.00
99,0,0,-1,33.77,101200,26084,235.00
99,0,0,-1,33.80,101190,26317,234.00
99,0,0,-1,33.79,101200,26552,234.00
99,0,0,-2,33.75,101200,26787,234.00
99,0,0,-2,33.78,101200,27022,234.00
99,0,0,0,33.75,101190,27256,235.00
99,0,0,0,33.78,101190,27492,235.00
99,0,0,0,33.78,101190,27726,233.00
99,0,0,-1,33.79,101200,27963,236.00
99,0,0,-1,33.78,101200,28195,233.00
99,0,0,-1,33.80,101200,28432,236.00
99,0,0,-2,33.81,101200,28667,234.00
99,0,0,0,33.75,101190,28901,235.00
99,0,0,-1,33.78,101190,29136,234.00
99,0,0,-2,33.79,101200,29371,234.00
99,0,0,-1,33.80,101200,29604,234.00
99,0,0,-1,33.80,101200,29840,235.00
99,0,0,-1,33.78,101190,30075,234.00
99,0,0,-1,33.80,101200,30309,235.00
99,0,0,-1,33.84,101200,30544,234.00
99,0,0,-1,33.80,101190,30781,236.00
99,0,0,-2,33.89,101200,31014,234.00
99,0,0,-1,33.86,101200,31250,235.00
99,0,0,0,33.82,101180,31484,233.00
99,0,0,-1,33.93,101200,31719,236.00
99,0,0,-1,33.87,101200,31954,234.00
99,0,0,0,33.86,101190,32190,236.00
99,0,0,0,33.89,101190,32425,234.00
99,0,0,-1,33.90,101200,32660,233.00
99,0,0,-2,33.96,101200,32894,233.00
99,0,0,-2,33.93,101210,33129,236.00
99,0,0,-1,33.91,101200,33363,233.00
99,0,0,0,33.90,101180,33599,235.00
99,0,0,0,33.93,101180,33833,233.00
99,0,0,-1,34.03,101190,34068,236.00
99,0,0,-2,34.03,101200,34302,233.00
99,0,0,0,33.91,101190,34538,234.00
99,0,0,-1,33.91,101190,34774,236.00
99,0,0,0,33.95,101180,35009,234.00
99,0,0,0,33.93,101190,35244,234.00
99,0,0,0,33.98,101190,35477,234.00
99,0,0,-1,33.93,101200,35713,235.00
99,0,0,-1,33.95,101200,35948,234.00
99,0,0,0,33.93,101190,36182,235.00
99,0,0,0,33.93,101180,36417,234.00
99,0,0,0,33.93,101190,36654,236.00
99,0,0,-2,34.02,101200,36888,235.00
99,0,0,-1,33.95,101200,37123,234.00
99,0,0,0,33.91,101180,37357,233.00
99,0,0,0,33.93,101180,37592,236.00
99,0,0,1,33.93,101160,37827,234.00
99,0,0,-1,34.02,101190,38062,234.00
99,0,0,0,33.95,101190,38296,234.00
99,0,0,0,33.95,101190,38533,236.00
99,0,0,0,33.93,101180,38767,233.00
99,0,0,0,33.93,101170,39002,235.00
99,0,0,-1,34.05,101190,39236,233.00
99,0,0,-1,34.00,101200,39472,235.00
99,0,0,-1,33.96,101200,39705,233.00
99,0,0,0,33.93,101180,39941,235.00
99,0,0,0,33.95,101190,40175,233.00
99,0,0,0,33.91,101180,40410,235.00
99,0,0,0,34.02,101190,40644,233.00
99,0,0,-2,33.98,101200,40880,235.00
99,0,0,0,33.90,101190,41115,235.00
99,0,0,0,33.91,101180,41349,233.00
99,0,0,0,33.87,101180,41585,235.00
99,0,0,0,33.91,101180,41819,235.00
99,0,0,-1,33.97,101190,42054,234.00
99,0,0,0,33.90,101190,42289,234.00
99,0,0,0,33.91,101190,42524,234.00
99,0,0,0,33.91,101180,42758,235.00
99,0,0,0,33.91,101180,42992,233.00
99,0,0,-3,34.07,101210,43228,235.00
99,0,0,-1,33.91,101200,43462,235.00
99,0,0,-1,33.89,101200,43697,234.00
99,0,0,0,33.89,101180,43932,234.00
99,0,0,0,33.90,101190,44168,237.00
99,0,0,0,33.83,101180,44402,233.00
99,0,0,-2,33.96,101210,44638,235.00
99,0,0,-1,33.88,101190,44871,234.00
99,0,0,0,33.86,101190,45107,235.00
99,0,0,0,33.89,101180,45341,233.00
99,0,0,0,33.88,101190,45576,235.00
99,0,0,0,33.88,101180,45810,233.00
99,0,0,-1,33.86,101200,46045,236.00
99,0,0,-1,33.88,101200,46281,235.00
99,0,0,0,33.87,101180,46515,233.00
99,0,0,-1,33.90,101200,46750,235.00
99,0,0,-2,33.99,101210,46986,235.00
99,0,0,-1,33.96,101200,47219,233.00
99,0,0,-1,33.87,101200,47454,234.00
99,0,0,0,33.84,101180,47689,234.00
99,0,0,0,33.88,101190,47923,235.00
99,0,0,0,33.86,101190,48158,234.00
99,0,0,0,33.90,101190,48393,234.00
99,0,0,-2,33.96,101210,48627,235.00
99,0,0,-1,33.87,101190,48864,236.00
99,0,0,-1,33.89,101200,49097,232.00
99,0,0,0,33.87,101180,49333,236.00
99,0,0,0,33.86,101180,49568,234.00
99,0,0,-2,33.96,101210,49802,234.00
99,0,0,-1,33.88,101200,50037,234.00
