
21,52.393173,5.920568,3,32.74,101070,497.00
21,52.393173,5.920568,2,32.75,101080,503.00
21,52.393173,5.920568,3,32.74,101080,1018.00
21,52.393173,5.920568,2,32.75,101080,501.00
21,52.393173,5.920568,2,32.75,101080,1017.00
21,52.393173,5.920568,2,32.75,101080,508.00
21,52.393173,5.920568,3,32.75,101080,495.00
21,52.393173,5.920568,2,32.75,101080,505.00
21,52.393173,5.920568,2,32.75,101080,505.00
21,52.393173,5.920568,2,32.75,101080,488.00
21,52.393173,5.920568,3,32.75,101080,500.00
21,52.393173,5.920567,2,32.75,101080,499.00
21,52.393173,5.920567,3,32.75,101080,977.00
21,52.393173,5.920567,2,32.75,101080,606.00
20,52.393173,5.920567,2,32.77,101080,497.00
20,52.393173,5.920567,2,32.75,101080,498.00
20,52.393173,5.920567,3,32.75,101080,442.00
20,52.393173,5.920567,2,32.77,101080,512.00
21,52.393173,5.920567,2,32.78,101080,540.00
21,52.393173,5.920567,2,32.77,101080,501.00
21,52.393173,5.920567,2,32.77,101080,492.00
21,52.393173,5.920567,3,32.75,101080,481.00
20,52.393173,5.920567,2,32.78,101080,487.00
20,52.393173,5.920567,3,32.75,101080,490.00
20,52.393173,5.920567,3,32.77,101080,495.00
20,52.393173,5.920567,3,32.77,101080,1421.00
20,52.393173,5.920567,3,32.78,101080,492.00
20,52.393173,5.920567,3,32.77,101080,514.00
0,52.393173,5.920567,2,32.77,101080,528.00
21,52.393173,5.920567,2,32.78,101080,503.00
21,52.393173,5.920567,3,32.77,101080,490.00
21,52.393173,5.920567,3,32.77,101080,498.00
21,52.393173,5.920567,2,32.78,101080,498.00
21,52.393173,5.920567,2,32.78,101080,490.00
21,52.393173,5.920567,2,32.79,101080,482.00
21,52.393173,5.920567,2,32.79,101080,500.00
20,52.393173,5.920567,3,32.77,101080,964.00
20,52.393173,5.920567,2,32.78,101080,500.00
0,52.393173,5.920567,2,32.79,101080,519.00
20,52.393173,5.920567,2,32.79,101080,508.00
20,52.393173,5.920567,3,32.77,101080,520.00
20,52.393173,5.920567,2,32.79,101080,500.00
20,52.393173,5.920567,3,32.78,101080,677.00
20,52.393173,5.920567,2,32.79,101080,474.00
20,52.393173,5.920567,3,32.79,101080,455.00
20,52.393173,5.920567,2,32.80,101080,504.00
20,52.393173,5.920567,2,32.79,101080,442.00
19,52.393173,5.920567,2,32.80,101080,1448.00
0,52.393173,5.920567,2,32.80,101080,484.00
0,52.393173,5.920567,3,32.79,101080,476.00
19,52.393173,5.920567,2,32.79,101080,966.00
0,0.000000,0.000000,2,32.79,101080,491.00
19,52.393173,5.920567,3,32.80,101080,527.00
19,52.393173,5.920567,3,32.79,101080,1484.00
0,52.393173,5.920567,3,32.79,101080,499.00
19,52.393173,5.920567,3,32.79,101080,490.00
19,52.393173,5.920567,2,32.79,101080,509.00
20,52.393173,5.920567,2,32.80,101080,1510.00
20,52.393173,5.920567,2,32.80,101080,511.00
20,52.393173,5.920567,3,32.80,101080,504.00
20,52.393173,5.920567,3,32.78,101080,489.00
20,52.393173,5.920567,3,32.79,101070,504.00
20,52.393173,5.920567,2,32.80,101080,500.00
20,52.393173,5.920567,3,32.79,101080,500.00
0,52.393173,5.920567,2,32.83,101080,488.00
20,52.393173,5.920567,2,32.80,101080,986.00
20,52.393173,5.920567,3,32.80,101080,508.00
20,52.393173,5.920567,3,32.79,101080,518.00
20,52.393173,5.920567,3,32.80,101080,511.00
20,52.393173,5.920567,2,32.81,101080,992.00
20,52.393173,5.920567,3,32.80,101080,1512.00
0,0.000000,0.000000,2,32.80,101080,480.00
0,52.393173,5.920567,3,32.81,101080,510.00
21,52.393173,5.920567,3,32.81,101080,541.00
21,52.393173,5.920567,3,32.80,101070,483.00
22,52.393173,5.920567,3,32.81,101080,511.00
22,52.393173,5.920567,2,32.81,101080,479.00
22,52.393173,5.920567,3,32.81,101080,498.00
22,52.393173,5.920566,3,32.81,101080,519.00
22,52.393173,5.920566,2,32.82,101080,531.00
22,52.393173,5.920566,3,32.82,101080,502.00
22,52.393173,5.920566,3,32.82,101080,484.00
0,0.000000,0.000000,2,32.81,101080,456.00
22,52.393173,5.920566,3,32.82,101080,535.00
22,52.393173,5.920566,3,32.81,101070,501.00
22,52.393169,5.920566,3,32.81,101070,967.00
22,52.393169,5.920566,3,32.82,101080,1500.00
0,52.393169,5.920566,2,32.82,101080,493.00
0,52.393169,5.920566,2,32.82,101080,507.00
22,52.393169,5.920565,2,32.82,101080,1002.00
22,52.393169,5.920565,3,32.82,101080,494.00
22,52.393169,5.920566,2,32.83,101080,617.00
22,52.393169,5.920566,3,32.81,101080,487.00
22,52.393169,5.920566,3,32.82,101080,494.00
22,52.393169,5.920566,3,32.82,101080,436.00
21,52.393169,5.920566,3,32.83,101080,474.00
21,52.393169,5.920566,3,32.82,101080,1557.00
21,52.393169,5.920566,2,32.83,101080,496.00
21,52.393169,5.920566,3,32.82,101080,522.00
21,52.393169,5.920566,2,32.83,101080,483.00
0,0.000000,0.000000,2,32.83,101080,484.00
21,52.393169,5.920565,2,32.83,101080,438.00
21,52.393169,5.920565,2,32.83,101080,485.00
21,52.393169,5.920565,2,32.84,101080,499.00
21,52.393169,5.920565,3,32.83,101080,1003.00
0,0.000000,0.000000,3,32.83,101080,477.00
21,52.393169,5.920566,3,32.84,101080,1035.00
21,52.393169,5.920566,2,32.84,101080,524.00
22,52.393169,5.920566,3,32.84,101080,1003.00
22,52.393169,5.920566,2,32.84,101080,497.00
22,52.393169,5.920566,3,32.83,101080,502.00
22,52.393169,5.920566,2,32.84,101080,492.00
22,52.393169,5.920566,2,32.84,101080,986.00
21,52.393169,5.920566,2,32.83,101080,479.00
21,52.393169,5.920566,3,32.84,101080,499.00
21,52.393169,5.920566,2,32.84,101080,501.00
21,52.393169,5.920566,3,32.83,101080,494.00
21,52.393169,5.920567,3,32.84,101080,590.00
21,52.393169,5.920567,2,32.84,101080,435.00
21,52.393169,5.920567,3,32.84,101080,1008.00
21,52.393169,5.920567,2,32.84,101080,487.00
21,52.393173,5.920567,2,32.84,101080,509.00
21,52.393173,5.920567,3,32.84,101080,461.00
21,52.393173,5.920567,2,32.84,101080,967.00
0,52.393173,5.920567,3,32.84,101080,490.00
0,0.000000,0.000000,2,32.84,101080,470.00
21,52.393173,5.920567,3,32.84,101080,513.00
0,52.393173,5.920567,3,32.84,101080,496.00
21,52.393173,5.920567,3,32.84,101080,515.00
21,52.393173,5.920567,2,32.84,101080,508.00
21,52.393173,5.920567,3,32.84,101080,498.00
22,52.393169,5.920567,3,32.84,101080,2532.00
22,52.393169,5.920567,2,32.86,101080,481.00
22,52.393169,5.920567,3,32.88,101080,494.00
22,52.393169,5.920567,3,32.87,101080,498.00
22,52.393169,5.920567,2,32.87,101080,502.00
22,52.393169,5.920567,3,32.84,101080,528.00
22,52.393169,5.920567,2,32.86,101080,507.00
21,52.393169,5.920567,2,32.88,101080,500.00
21,52.393169,5.920567,2,32.87,101080,488.00
21,52.393169,5.920567,2,32.86,101080,478.00
21,52.393169,5.920567,2,32.88,101080,495.00
21,52.393169,5.920567,3,32.86,101080,486.00
0,52.393169,5.920567,2,32.88,101080,595.00
21,52.393169,5.920567,3,32.86,101080,503.00
21,52.393169,5.920567,2,32.87,101080,507.00
21,52.393169,5.920567,3,32.87,101080,455.00
0,52.393169,5.920567,2,32.88,101080,515.00
21,52.393169,5.920567,3,32.87,101080,504.00
0,52.393169,5.920567,3,32.87,101080,536.00
21,52.393169,5.920567,2,32.88,101080,489.00
21,52.393169,5.920567,2,32.88,101080,484.00
21,52.393169,5.920567,2,32.87,101080,495.00
21,52.393169,5.920567,2,32.87,101080,486.00
21,52.393169,5.920567,3,32.86,101080,1028.00
21,52.393169,5.920567,2,32.88,101080,944.00
21,52.393169,5.920567,2,32.89,101080,502.00
21,52.393169,5.920567,3,32.88,101080,1484.00
21,52.393169,5.920567,2,32.87,101080,532.00
21,52.393169,5.920567,2,32.88,101080,493.00
0,52.393169,5.920567,3,32.88,101080,505.00
21,52.393169,5.920567,2,32.89,101080,467.00
21,52.393169,5.920567,2,32.88,101080,478.00
21,52.393169,5.920567,3,32.87,101070,513.00
21,52.393169,5.920567,2,32.88,101080,477.00
21,52.393169,5.920567,2,32.88,101080,496.00
21,52.393169,5.920567,2,32.89,101080,1006.00
21,52.393169,5.920567,2,32.88,101080,1002.00
21,52.393169,5.920567,2,32.88,101080,499.00
21,52.393169,5.920567,3,32.89,101080,602.00
21,52.393169,5.920567,3,32.89,101070,471.00
21,52.393169,5.920567,2,32.89,101080,477.00
21,52.393169,5.920567,3,32.88,101080,995.00
21,52.393169,5.920567,3,32.89,101080,959.00
21,52.393169,5.920567,2,32.91,101080,490.00
21,52.393169,5.920567,3,32.90,101080,498.00
21,52.393169,5.920567,3,32.90,101080,505.00
21,52.393169,5.920567,3,32.90,101080,998.00
21,52.393169,5.920567,3,32.89,101080,498.00
21,52.393169,5.920567,3,32.90,101080,1503.00
22,52.393169,5.920567,3,32.88,101070,475.00
22,52.393169,5.920567,3,32.90,101080,530.00
22,52.393169,5.920567,3,32.90,101080,483.00
22,52.393169,5.920567,3,32.90,101080,502.00
22,52.393169,5.920567,3,32.91,101080,500.00
22,52.393169,5.920567,3,32.90,101080,486.00
22,52.393169,5.920567,3,32.89,101080,493.00
22,52.393169,5.920567,3,32.90,101080,501.00
22,52.393169,5.920567,2,32.91,101080,993.00
22,52.393169,5.920567,2,32.91,101080,498.00
22,52.393169,5.920567,2,32.91,101080,1020.00
21,52.393169,5.920567,3,32.90,101080,1001.00
21,52.393169,5.920567,2,32.91,101080,494.00
21,52.393169,5.920567,2,32.91,101080,627.00
21,52.393169,5.920567,3,32.91,101080,466.00
21,52.393169,5.920567,2,32.93,101080,470.00
21,52.393169,5.920567,3,32.91,101080,498.00
21,52.393169,5.920567,2,32.91,101080,467.00
21,52.393169,5.920567,3,32.90,101070,504.00
21,52.393169,5.920567,2,32.91,101080,491.00
21,52.393169,5.920567,3,32.91,101080,490.00
21,52.393169,5.920567,3,32.91,101080,501.00
21,52.393169,5.920567,2,32.91,101080,499.00
21,52.393169,5.920567,2,32.91,101080,488.00
21,52.393169,5.920567,3,32.91,101080,1986.00
21,52.393169,5.920567,3,32.91,101080,512.00
21,52.393169,5.920567,3,32.91,101080,496.00
21,52.393169,5.920567,3,32.93,101080,501.00
21,52.393169,5.920567,3,32.91,101070,492.00
0,0.000000,0.000000,3,32.91,101080,481.00
0,52.393169,5.920567,3,32.91,101080,542.00
21,52.393169,5.920567,2,32.93,101080,989.00
21,52.393169,5.920567,3,32.91,101080,500.00
21,52.393169,5.920567,3,32.93,101080,490.00
21,52.393169,5.920567,3,32.93,101070,491.00
21,52.393169,5.920567,3,32.93,101080,994.00
21,52.393169,5.920567,2,32.93,101080,504.00
22,52.393169,5.920567,3,32.93,101080,1012.00
22,52.393169,5.920567,3,32.93,101080,491.00
22,52.393169,5.920567,3,32.93,101070,990.00
22,52.393169,5.920567,3,32.93,101080,505.00
21,52.393169,5.920567,3,32.93,101080,490.00
21,52.393169,5.920567,3,32.93,101080,975.00
21,52.393169,5.920567,3,32.93,101080,492.00
0,52.393169,5.920567,3,32.93,101080,525.00
0,52.393169,5.920567,3,32.93,101080,524.00
21,52.393169,5.920567,3,32.93,101080,503.00
21,52.393169,5.920567,3,32.93,101080,504.00
20,52.393169,5.920567,3,32.93,101080,483.00
19,52.393169,5.920567,3,32.93,101080,498.00
19,52.393169,5.920567,3,32.95,101080,505.00
0,52.393169,5.920567,2,32.93,101080,514.00
21,52.393169,5.920567,2,32.93,101080,517.00
21,52.393169,5.920568,3,32.95,101080,500.00
21,52.393173,5.920569,3,32.93,101070,1019.00
21,52.393173,5.920569,3,32.93,101070,499.00
21,52.393173,5.920570,3,32.95,101080,480.00
22,52.393173,5.920571,3,32.93,101070,1007.00
22,52.393173,5.920571,3,32.93,101080,1002.00
0,52.393173,5.920571,3,32.95,101080,440.00
21,52.393173,5.920571,3,32.95,101080,1972.00
21,52.393173,5.920571,3,32.95,101080,496.00
21,52.393173,5.920571,3,32.96,101070,503.00
21,52.393173,5.920571,3,32.95,101080,502.00
20,52.393173,5.920570,2,32.96,101080,1006.00
20,52.393173,5.920570,3,32.96,101080,481.00
20,52.393173,5.920570,3,32.95,101070,1516.00
20,52.393173,5.920570,3,32.96,101070,472.00
21,52.393173,5.920570,2,32.97,101080,532.00
21,52.393173,5.920570,3,32.96,101080,488.00
21,52.393173,5.920570,3,32.97,101080,494.00
21,52.393173,5.920570,3,32.95,101080,982.00
22,52.393173,5.920570,3,32.96,101080,519.00
21,52.393173,5.920570,3,32.96,101080,1998.00
21,52.393173,5.920570,3,32.96,101080,493.00
21,52.393173,5.920569,3,32.97,101080,1007.00
21,52.393173,5.920569,3,32.97,101080,491.00
22,52.393173,5.920570,3,32.95,101070,526.00
22,52.393173,5.920570,3,32.97,101080,487.00
